longitude;latitude;housing_median_age;average_rooms;average_bedrooms;average_occupancy;population;median_income;ocean_proximity;median_house_value
-117.96;34.04;33.0;5.67;1.04;4.34;1115.0;47955.0;'1H OCEAN';158100.0
-117.96;34.04;34.0;5.15;0.99;3.81;1020.0;40250.0;'1H OCEAN';146900.0
-117.96;34.05;32.0;5.24;1.02;3.64;1385.0;37258.0;'1H OCEAN';181900.0
-117.94;34.05;34.0;5.34;1.0;4.14;1341.0;37708.0;'1H OCEAN';163500.0
-117.94;34.04;36.0;4.28;1.06;4.09;1367.0;35592.0;'1H OCEAN';160200.0
-117.94;34.04;34.0;5.46;1.07;3.8;977.0;38409.0;'1H OCEAN';163000.0
-117.94;34.05;34.0;5.06;1.01;4.21;1262.0;33409.0;'1H OCEAN';161200.0
-117.95;34.05;31.0;4.51;1.03;3.89;2028.0;34940.0;'1H OCEAN';154500.0
-117.94;34.04;33.0;4.22;0.94;4.44;1571.0;38864.0;'1H OCEAN';158900.0
-117.95;34.04;27.0;3.48;1.13;3.06;2296.0;22740.0;'1H OCEAN';150800.0
-117.94;34.03;35.0;5.59;1.08;4.15;1112.0;38300.0;'1H OCEAN';149000.0
-117.94;34.03;35.0;5.75;1.04;4.25;1015.0;40521.0;'1H OCEAN';151800.0
-117.95;34.03;33.0;4.74;1.05;4.03;1517.0;33389.0;'1H OCEAN';157900.0
-117.93;34.01;23.0;3.8;1.0;4.62;3883.0;21863.0;'1H OCEAN';157600.0
-117.93;34.01;33.0;4.62;0.96;4.69;1757.0;42266.0;'1H OCEAN';153800.0
-117.94;34.02;27.0;5.4;1.03;4.19;3899.0;38710.0;'1H OCEAN';162900.0
-117.95;34.02;19.0;4.95;1.13;3.95;900.0;38750.0;'1H OCEAN';135600.0
-117.95;34.02;22.0;5.29;1.13;3.31;1203.0;42578.0;'1H OCEAN';144100.0
-117.92;34.03;35.0;6.21;1.08;4.16;898.0;41118.0;'1H OCEAN';157300.0
-117.92;34.03;32.0;4.85;1.0;4.61;1728.0;39750.0;'1H OCEAN';162400.0
-117.92;34.03;35.0;4.77;0.99;4.17;1285.0;39219.0;'1H OCEAN';159500.0
-117.93;34.03;35.0;5.36;0.99;4.2;1694.0;38581.0;'1H OCEAN';163100.0
-117.93;34.03;30.0;5.21;1.03;4.26;1837.0;47917.0;'1H OCEAN';164500.0
-117.93;34.04;23.0;5.74;1.05;4.13;4580.0;49342.0;'1H OCEAN';181000.0
-117.93;34.04;30.0;5.28;0.94;3.58;905.0;48854.0;'1H OCEAN';178100.0
-117.9;34.04;15.0;5.76;1.05;3.2;6652.0;45554.0;'1H OCEAN';278300.0
-117.9;34.05;33.0;8.39;1.01;3.37;253.0;76286.0;'1H OCEAN';330400.0
-117.91;34.04;15.0;5.17;1.04;3.12;5278.0;46324.0;'1H OCEAN';168800.0
-117.92;34.05;36.0;5.0;0.94;3.89;1743.0;46587.0;'1H OCEAN';161900.0
-117.88;34.01;16.0;5.2;1.03;3.41;4429.0;47589.0;'1H OCEAN';178200.0
-117.88;34.0;21.0;5.02;1.0;3.12;3394.0;36308.0;'1H OCEAN';192100.0
-117.89;34.01;23.0;4.88;1.03;4.17;3881.0;36275.0;'1H OCEAN';154100.0
-117.9;34.01;27.0;4.84;1.08;5.94;2091.0;37917.0;'1H OCEAN';131100.0
-117.9;34.01;27.0;4.82;0.96;4.21;2079.0;39702.0;'1H OCEAN';141400.0
-117.91;34.02;17.0;4.86;1.13;3.54;4349.0;32799.0;'1H OCEAN';199300.0
-117.9;34.02;15.0;5.63;1.0;3.6;8997.0;50704.0;'1H OCEAN';226200.0
-117.91;34.02;22.0;5.01;;4.47;5587.0;38201.0;'1H OCEAN';136200.0
-117.92;34.01;35.0;4.97;1.03;6.08;3738.0;33750.0;'1H OCEAN';127200.0
-117.98;34.04;29.0;5.32;1.12;5.04;1390.0;37500.0;'1H OCEAN';190600.0
-117.96;34.02;33.0;4.2;1.49;5.54;460.0;23750.0;'1H OCEAN';133300.0
-117.98;34.03;21.0;4.8;0.98;2.92;484.0;26250.0;'1H OCEAN';191100.0
-117.9;33.99;18.0;4.73;1.05;3.12;5325.0;34430.0;'1H OCEAN';171900.0
-117.92;34.0;36.0;3.31;0.86;5.51;193.0;38125.0;'1H OCEAN';136300.0
-117.88;34.0;32.0;5.3;1.02;3.4;170.0;39375.0;'1H OCEAN';187500.0
-117.89;33.99;22.0;5.54;1.05;3.02;1784.0;40324.0;'1H OCEAN';211300.0
-117.87;33.99;21.0;5.11;0.93;3.66;2031.0;49271.0;'1H OCEAN';209700.0
-118.01;34.05;37.0;3.94;0.99;4.7;813.0;38125.0;'1H OCEAN';138000.0
-117.99;34.04;30.0;4.76;1.02;4.29;4027.0;31850.0;'1H OCEAN';168300.0
-118.02;34.04;27.0;5.77;1.02;3.62;3538.0;50650.0;'1H OCEAN';215400.0
-118.0;34.03;25.0;6.16;1.03;3.49;3912.0;52570.0;'1H OCEAN';226100.0
-117.98;34.02;32.0;4.52;1.0;3.13;2044.0;31979.0;'1H OCEAN';183900.0
-117.98;34.02;33.0;5.87;1.06;3.3;1971.0;44653.0;'1H OCEAN';193200.0
-117.98;34.01;27.0;6.94;1.1;3.53;1344.0;57057.0;'1H OCEAN';262100.0
-117.99;34.0;26.0;7.2;0.96;3.3;1371.0;66988.0;'1H OCEAN';382500.0
-118.02;34.02;21.0;6.18;1.02;2.73;2647.0;52405.0;'1H OCEAN';302400.0
-117.97;34.01;33.0;5.2;1.03;4.36;2959.0;37459.0;'1H OCEAN';152900.0
-117.97;34.01;33.0;5.8;1.1;4.08;1410.0;37083.0;'1H OCEAN';165500.0
-117.97;34.0;28.0;5.4;1.02;3.83;1407.0;38319.0;'1H OCEAN';179000.0
-117.97;33.99;22.0;5.67;1.05;2.8;2613.0;47332.0;'1H OCEAN';289900.0
-117.98;34.0;22.0;6.42;0.95;3.48;1968.0;60190.0;'1H OCEAN';324900.0
-117.98;33.99;26.0;7.32;1.0;3.13;1429.0;70778.0;'1H OCEAN';334300.0
-117.98;33.98;27.0;6.83;1.04;3.12;1039.0;62217.0;'1H OCEAN';333500.0
-117.99;33.98;18.0;7.59;1.03;3.37;3727.0;69695.0;'1H OCEAN';360400.0
-117.95;34.0;34.0;5.29;1.04;4.14;1858.0;41328.0;'1H OCEAN';176300.0
-117.96;34.0;33.0;5.98;1.04;3.86;3527.0;44038.0;'1H OCEAN';186700.0
-117.96;34.0;34.0;5.32;1.03;3.74;1954.0;45163.0;'1H OCEAN';183800.0
-117.92;33.98;10.0;6.05;1.08;3.28;8907.0;61552.0;'1H OCEAN';362500.0
-117.95;33.98;15.0;6.29;1.02;3.03;7732.0;56716.0;'1H OCEAN';330400.0
-117.94;33.99;18.0;6.21;1.04;3.17;3112.0;49932.0;'1H OCEAN';284000.0
-117.95;33.99;15.0;5.98;1.04;3.64;2418.0;50142.0;'1H OCEAN';269900.0
-117.95;33.99;24.0;6.59;0.96;3.3;610.0;67978.0;'1H OCEAN';325000.0
-117.95;33.99;25.0;8.14;1.05;3.42;451.0;68492.0;'1H OCEAN';332200.0
-117.96;33.99;25.0;6.74;1.05;3.3;660.0;52852.0;'1H OCEAN';297600.0
-117.96;33.99;25.0;7.2;1.0;3.47;1348.0;62517.0;'1H OCEAN';311100.0
-117.97;33.99;23.0;6.01;1.03;2.81;1560.0;57268.0;'1H OCEAN';300300.0
-117.96;33.98;25.0;7.41;1.08;3.52;599.0;57407.0;'1H OCEAN';302200.0
-117.88;33.96;16.0;6.23;1.01;3.59;10988.0;55469.0;'1H OCEAN';265200.0
-117.89;33.98;5.0;4.82;1.11;2.21;1415.0;25125.0;'1H OCEAN';184500.0
-117.9;33.98;20.0;4.58;1.06;3.35;7228.0;32530.0;'1H OCEAN';186700.0
-117.9;33.97;23.0;6.54;1.12;3.57;4014.0;54155.0;'1H OCEAN';213200.0
-117.75;34.06;52.0;4.24;1.15;4.08;1126.0;19762.0;INLAND;105800.0
-117.75;34.06;52.0;3.88;0.56;2.75;44.0;4999.0;INLAND;112500.0
-117.74;34.06;4.0;3.77;1.37;1.97;727.0;14722.0;INLAND;137500.0
-117.75;34.05;27.0;4.51;1.11;4.84;469.0;17206.0;INLAND;107500.0
-117.75;34.05;37.0;3.67;0.89;4.88;503.0;21908.0;INLAND;94600.0
-117.75;34.06;44.0;4.08;1.15;4.29;502.0;20156.0;INLAND;112500.0
-117.75;34.06;52.0;3.43;0.86;6.57;46.0;16250.0;INLAND;67500.0
-117.94;34.15;33.0;6.22;1.04;3.05;421.0;44821.0;INLAND;220100.0
-117.95;34.16;17.0;6.57;1.01;3.27;3538.0;62654.0;INLAND;273800.0
-117.94;34.14;33.0;5.89;1.03;3.16;868.0;54110.0;INLAND;219400.0
-117.95;34.14;13.0;5.08;0.94;3.01;2283.0;45594.0;INLAND;184500.0
-117.95;34.14;33.0;5.5;1.25;4.32;1526.0;30380.0;INLAND;137500.0
-117.96;34.14;27.0;4.25;1.04;2.54;1328.0;25275.0;INLAND;151700.0
-117.96;34.14;33.0;4.95;1.0;2.46;993.0;37660.0;INLAND;163900.0
-117.96;34.14;9.0;4.68;1.07;3.19;619.0;39464.0;INLAND;179600.0
-117.97;34.14;15.0;4.1;1.1;2.1;1839.0;26014.0;INLAND;150300.0
-117.97;34.14;33.0;4.04;1.06;2.74;903.0;31094.0;INLAND;136000.0
-117.97;34.13;42.0;4.95;0.92;3.92;541.0;34375.0;INLAND;151700.0
-117.98;34.14;24.0;4.53;1.1;3.78;1329.0;30417.0;INLAND;148000.0
-117.97;34.13;33.0;4.35;1.01;3.3;1546.0;34777.0;INLAND;144500.0
-117.98;34.13;37.0;4.99;1.07;4.41;1279.0;40083.0;INLAND;142900.0
-117.98;34.13;29.0;4.71;1.03;4.22;1890.0;36806.0;INLAND;130500.0
-117.97;34.15;33.0;5.66;1.08;2.9;1268.0;64576.0;INLAND;500001.0
-117.97;34.17;35.0;6.16;1.04;2.6;2112.0;49968.0;INLAND;295000.0
-118.0;34.16;42.0;6.5;0.99;2.54;398.0;61010.0;INLAND;311800.0
-118.01;34.16;47.0;6.35;0.98;2.74;753.0;55320.0;INLAND;318500.0
-117.99;34.18;38.0;6.82;0.99;2.43;1063.0;65254.0;INLAND;365000.0
-117.99;34.16;40.0;5.69;1.03;2.75;1851.0;42407.0;INLAND;262000.0
-118.0;34.16;52.0;6.57;1.1;2.58;531.0;48059.0;INLAND;270600.0
-118.0;34.15;48.0;5.3;1.04;2.38;1540.0;42750.0;INLAND;256800.0
-118.01;34.15;52.0;5.09;1.08;2.25;986.0;39125.0;INLAND;265500.0
-118.02;34.15;44.0;5.6;1.01;2.42;1045.0;38750.0;INLAND;280800.0
-118.02;34.17;32.0;7.33;1.04;2.95;1558.0;94667.0;INLAND;500001.0
-118.03;34.16;36.0;6.48;0.94;2.74;693.0;66888.0;INLAND;500001.0
-118.03;34.15;43.0;6.34;1.06;2.52;674.0;41797.0;INLAND;486800.0
-118.02;34.15;44.0;6.09;1.15;2.63;980.0;36000.0;INLAND;307400.0
-118.06;34.17;38.0;7.17;1.05;2.79;1059.0;72419.0;INLAND;410400.0
-118.05;34.17;45.0;5.8;1.04;2.37;1036.0;50482.0;INLAND;388900.0
-118.04;34.17;52.0;5.05;1.08;2.05;764.0;40385.0;INLAND;265700.0
-118.04;34.18;37.0;6.17;1.05;2.4;1220.0;52865.0;INLAND;455400.0
-118.04;34.16;38.0;6.45;1.01;2.56;633.0;59582.0;INLAND;350700.0
-118.05;34.16;36.0;5.39;1.01;2.33;1688.0;45625.0;INLAND;376800.0
-118.05;34.16;41.0;5.04;1.08;1.88;1236.0;35694.0;INLAND;278600.0
-118.06;34.16;46.0;5.49;1.12;3.06;816.0;36705.0;INLAND;286500.0
-118.06;34.16;34.0;5.58;1.02;2.21;909.0;48214.0;INLAND;362500.0
-118.07;34.16;35.0;5.75;1.08;2.25;1401.0;41250.0;INLAND;330000.0
-118.03;34.16;36.0;6.23;0.97;2.96;667.0;71615.0;INLAND;484700.0
-118.03;34.16;39.0;8.08;1.08;3.06;1034.0;98098.0;INLAND;500001.0
-118.05;34.15;32.0;8.25;1.07;3.02;1877.0;82004.0;INLAND;500001.0
-118.06;34.15;37.0;8.76;1.0;3.08;697.0;150001.0;INLAND;500001.0
-118.05;34.14;39.0;7.01;0.97;2.84;862.0;89728.0;INLAND;500001.0
-118.06;34.13;40.0;5.1;1.09;2.09;1769.0;36341.0;INLAND;391500.0
-118.06;34.14;42.0;6.84;1.05;3.28;1179.0;70315.0;INLAND;437300.0
-118.06;34.14;40.0;6.88;0.98;2.97;1151.0;84889.0;INLAND;500001.0
-118.03;34.14;44.0;5.95;1.03;2.97;721.0;47308.0;INLAND;352200.0
-118.04;34.13;22.0;5.71;1.09;2.09;1227.0;46450.0;INLAND;276200.0
-118.04;34.15;34.0;5.16;1.05;2.29;676.0;33621.0;INLAND;377200.0
-118.04;34.13;35.0;8.59;1.07;9.24;268.0;150001.0;INLAND;500001.0
-118.05;34.13;23.0;4.89;1.09;2.21;1475.0;37350.0;INLAND;218300.0
-118.06;34.13;28.0;4.44;1.05;1.96;5359.0;32920.0;INLAND;227300.0
-118.02;34.14;34.0;5.41;1.29;2.4;478.0;26316.0;INLAND;252800.0
-118.02;34.13;32.0;4.96;1.08;2.7;1803.0;39464.0;INLAND;273600.0
-118.03;34.14;31.0;4.2;1.08;2.25;2338.0;30727.0;INLAND;242600.0
-118.01;34.13;36.0;6.56;1.07;3.19;648.0;47159.0;INLAND;365900.0
-118.02;34.13;33.0;6.67;1.06;2.87;1239.0;52329.0;INLAND;430900.0
-118.02;34.13;34.0;6.62;1.07;3.3;980.0;77307.0;INLAND;429000.0
-118.03;34.13;33.0;6.55;1.04;2.77;995.0;49583.0;INLAND;445700.0
-118.02;34.12;37.0;6.84;1.09;3.01;989.0;61536.0;INLAND;366000.0
-118.02;34.11;35.0;5.64;1.05;2.55;1110.0;38029.0;INLAND;414800.0
-118.02;34.12;36.0;6.4;1.07;3.27;751.0;54555.0;INLAND;395100.0
-118.02;34.12;38.0;6.33;1.02;3.1;870.0;65784.0;INLAND;408500.0
-118.03;34.11;34.0;6.19;1.0;2.93;1344.0;65722.0;INLAND;437400.0
-118.01;34.14;20.0;4.5;1.12;2.44;1816.0;28352.0;INLAND;161700.0
-118.01;34.14;23.0;4.7;1.03;3.02;2202.0;35200.0;INLAND;187300.0
-118.02;34.14;31.0;4.5;1.04;2.71;4131.0;35878.0;INLAND;222800.0
-117.99;34.15;44.0;4.18;1.03;3.27;1951.0;31304.0;INLAND;185600.0
-118.0;34.15;43.0;4.19;1.03;2.5;1544.0;25417.0;INLAND;178300.0
-118.01;34.15;32.0;4.52;1.08;2.53;3689.0;32377.0;INLAND;184100.0
-117.98;34.14;27.0;5.32;1.08;2.43;2899.0;36336.0;INLAND;235200.0
-117.99;34.14;30.0;4.95;;4.19;1988.0;25625.0;INLAND;153000.0
-118.0;34.13;24.0;5.14;1.03;3.72;1869.0;32841.0;INLAND;167000.0
-118.0;34.14;31.0;3.05;1.01;2.66;1131.0;10548.0;INLAND;178100.0
-118.0;34.14;39.0;4.47;1.04;2.75;800.0;32723.0;INLAND;166900.0
-118.0;34.13;35.0;4.55;1.01;3.36;742.0;35481.0;INLAND;158100.0
-117.99;34.13;37.0;4.48;1.06;4.62;1618.0;29605.0;INLAND;129400.0
-117.99;34.12;37.0;4.71;1.02;4.64;1504.0;32857.0;INLAND;130100.0
-117.99;34.12;35.0;4.3;0.95;4.3;1040.0;25395.0;INLAND;139200.0
-118.0;34.12;37.0;4.02;0.98;2.79;928.0;39219.0;INLAND;175000.0
-118.0;34.12;42.0;5.3;1.04;3.33;546.0;46250.0;INLAND;173800.0
-118.01;34.13;38.0;5.27;1.05;2.98;1906.0;40729.0;INLAND;212300.0
-118.01;34.12;43.0;5.98;1.05;3.32;657.0;45491.0;INLAND;214800.0
-118.01;34.12;32.0;5.7;0.98;2.71;922.0;39400.0;INLAND;278400.0
-118.01;34.11;32.0;4.21;1.14;1.76;826.0;25114.0;INLAND;212200.0
-118.01;34.11;43.0;5.65;1.05;3.2;1054.0;35625.0;INLAND;211600.0
-118.01;34.11;36.0;5.35;0.99;2.47;794.0;42132.0;INLAND;212200.0
-118.02;34.1;36.0;5.24;0.98;2.74;1008.0;47330.0;INLAND;233700.0
-118.02;34.1;36.0;5.45;0.96;2.99;248.0;19688.0;INLAND;226000.0
-118.02;34.11;39.0;5.76;1.07;2.75;718.0;46250.0;INLAND;219000.0
-118.03;34.1;38.0;5.78;1.05;2.71;1079.0;44236.0;INLAND;233600.0
-118.03;34.1;30.0;5.14;1.17;2.55;1376.0;27857.0;INLAND;201700.0
-118.03;34.1;31.0;5.09;1.04;2.83;1473.0;39400.0;INLAND;223900.0
-118.03;34.1;32.0;4.93;1.13;2.79;1512.0;29422.0;INLAND;233100.0
-118.03;34.11;38.0;6.25;1.09;2.98;988.0;59175.0;INLAND;416900.0
-118.04;34.11;44.0;6.39;0.99;3.35;405.0;50000.0;INLAND;447100.0
-118.04;34.11;37.0;7.33;1.02;3.44;598.0;71885.0;INLAND;500001.0
-118.05;34.11;42.0;5.91;1.01;2.86;1779.0;51509.0;INLAND;426500.0
-118.04;34.13;39.0;7.27;1.12;3.13;1072.0;60878.0;INLAND;430200.0
-118.04;34.12;39.0;7.06;1.06;3.12;1113.0;52249.0;INLAND;445200.0
-118.04;34.12;44.0;6.54;0.94;3.0;921.0;65989.0;INLAND;500001.0
-118.04;34.12;30.0;7.02;1.03;3.18;984.0;56916.0;INLAND;500001.0
-118.05;34.12;20.0;6.14;1.13;2.71;2302.0;35500.0;INLAND;476700.0
-118.06;34.12;25.0;5.13;1.12;2.43;1848.0;36639.0;INLAND;248100.0
-118.06;34.12;34.0;5.11;0.97;2.88;1660.0;45667.0;INLAND;271500.0
-118.06;34.12;35.0;5.47;0.98;2.78;1044.0;41875.0;INLAND;275400.0
-118.05;34.11;48.0;5.15;1.11;2.47;677.0;32596.0;INLAND;272400.0
-118.06;34.11;36.0;5.29;1.18;2.22;914.0;27656.0;INLAND;239500.0
-118.06;34.11;39.0;5.34;1.12;2.46;1196.0;30854.0;INLAND;248700.0
-118.04;34.1;39.0;5.67;1.01;3.92;1590.0;48017.0;INLAND;273800.0
-118.05;34.1;36.0;5.46;1.08;3.02;889.0;47931.0;INLAND;272600.0
-118.06;34.1;38.0;5.3;1.04;2.63;1599.0;38646.0;'1H OCEAN';257100.0
-118.06;34.1;42.0;5.59;1.11;2.47;697.0;43523.0;'1H OCEAN';283600.0
-118.06;34.1;43.0;5.49;1.06;2.35;786.0;35761.0;'1H OCEAN';256700.0
-118.06;34.1;38.0;5.29;0.96;2.84;1308.0;36995.0;'1H OCEAN';260100.0
-118.04;34.1;38.0;5.44;1.06;2.71;1155.0;41488.0;INLAND;235300.0
-118.04;34.09;34.0;5.53;0.98;3.28;1542.0;46211.0;INLAND;248900.0
-118.05;34.1;30.0;5.15;1.03;2.66;1107.0;42321.0;INLAND;252200.0
-118.05;34.1;42.0;5.14;1.0;3.27;1313.0;40179.0;INLAND;274300.0
-118.06;34.09;38.0;5.49;1.05;2.95;1096.0;40625.0;'1H OCEAN';262500.0
-118.06;34.1;38.0;6.36;1.07;2.84;874.0;48594.0;'1H OCEAN';265900.0
-118.06;34.09;36.0;5.23;1.0;3.03;717.0;32440.0;'1H OCEAN';258100.0
-118.06;34.09;40.0;5.22;1.03;2.95;1116.0;42898.0;'1H OCEAN';251600.0
-118.07;34.09;40.0;4.89;1.04;3.62;1293.0;25474.0;'1H OCEAN';198100.0
-118.07;34.09;35.0;4.43;0.97;3.21;887.0;40987.0;'1H OCEAN';202400.0
-118.08;34.09;33.0;4.82;1.09;3.24;1715.0;29196.0;'1H OCEAN';208800.0
-118.08;34.09;34.0;4.55;1.14;3.7;1485.0;37222.0;'1H OCEAN';207200.0
-118.08;34.09;32.0;4.28;0.96;3.08;2316.0;37066.0;'1H OCEAN';206800.0
-118.04;34.09;34.0;5.04;0.98;3.68;1461.0;38304.0;INLAND;183000.0
-118.04;34.08;35.0;4.54;1.02;3.85;975.0;40370.0;'1H OCEAN';173300.0
-118.04;34.09;32.0;3.84;0.96;2.34;817.0;28333.0;INLAND;186000.0
-118.05;34.09;23.0;4.89;1.1;3.33;409.0;35268.0;'1H OCEAN';146400.0
-118.02;34.09;32.0;4.35;0.99;2.98;1199.0;34286.0;INLAND;191800.0
-118.02;34.08;29.0;4.05;0.99;3.62;2449.0;36944.0;INLAND;175200.0
-118.02;34.09;24.0;4.35;1.08;4.13;1976.0;26917.0;INLAND;170000.0
-118.03;34.09;29.0;3.77;1.05;3.57;1152.0;28029.0;INLAND;180900.0
-118.03;34.08;32.0;3.92;1.07;3.81;1732.0;24464.0;INLAND;169600.0
-118.0;34.1;34.0;5.1;1.04;3.5;1544.0;34005.0;INLAND;176300.0
-118.01;34.09;29.0;4.93;1.08;3.38;2331.0;36094.0;INLAND;179200.0
-118.01;34.1;27.0;4.35;0.97;3.08;1713.0;38085.0;INLAND;181400.0
-118.01;34.1;35.0;5.23;1.02;3.4;1375.0;34609.0;INLAND;166300.0
-118.0;34.08;29.0;5.5;1.1;4.18;1520.0;39940.0;INLAND;195300.0
-118.01;34.08;30.0;4.56;1.04;3.94;1969.0;36531.0;INLAND;166300.0
-118.02;34.08;28.0;4.77;1.09;4.22;2452.0;26071.0;INLAND;175900.0
-118.01;34.08;35.0;5.34;1.03;4.07;1414.0;42750.0;INLAND;173600.0
-118.01;34.09;32.0;3.99;0.89;3.18;1283.0;31944.0;INLAND;181700.0
-118.0;34.08;23.0;5.63;1.1;4.43;1279.0;46467.0;INLAND;185100.0
-118.02;34.08;31.0;3.98;1.05;4.69;2830.0;23333.0;INLAND;164200.0
-118.03;34.08;37.0;4.23;0.98;3.97;726.0;32500.0;INLAND;159200.0
-118.03;34.08;42.0;4.54;1.06;3.72;1311.0;29688.0;INLAND;162800.0
-118.04;34.07;52.0;2.36;0.79;3.59;269.0;23611.0;'1H OCEAN';131300.0
-118.05;34.08;34.0;3.14;0.85;4.13;752.0;20433.0;'1H OCEAN';138800.0
-118.05;34.08;25.0;3.8;1.1;3.85;4983.0;27254.0;'1H OCEAN';143500.0
-118.05;34.08;30.0;3.67;1.0;4.34;1857.0;24914.0;'1H OCEAN';159200.0
-118.06;34.08;37.0;3.93;1.04;4.29;850.0;25119.0;'1H OCEAN';180500.0
-118.06;34.08;34.0;4.89;1.06;3.84;942.0;34202.0;'1H OCEAN';189100.0
-118.06;34.08;42.0;4.95;1.0;3.08;1239.0;32569.0;'1H OCEAN';201500.0
-118.07;34.08;38.0;4.58;1.03;3.43;1843.0;32312.0;'1H OCEAN';211900.0
-118.07;34.07;19.0;4.2;1.06;3.86;1427.0;31250.0;'1H OCEAN';207100.0
-118.07;34.08;37.0;4.98;1.04;3.02;733.0;28060.0;'1H OCEAN';214600.0
-118.05;34.07;32.0;4.34;1.04;3.98;4119.0;32373.0;'1H OCEAN';183100.0
-118.06;34.07;30.0;3.34;0.98;4.39;3034.0;23929.0;'1H OCEAN';184400.0
-118.03;34.07;37.0;4.51;1.11;3.74;905.0;31042.0;'1H OCEAN';152000.0
-118.03;34.06;36.0;3.49;1.04;4.48;1307.0;21453.0;'1H OCEAN';162100.0
-118.04;34.07;39.0;4.49;1.02;3.54;1090.0;38125.0;'1H OCEAN';174000.0
-118.04;34.07;39.0;3.78;1.0;3.91;2536.0;23098.0;'1H OCEAN';173100.0
-118.01;34.07;22.0;4.33;1.08;4.58;6666.0;29334.0;INLAND;182600.0
-118.01;34.06;26.0;2.84;0.78;2.32;455.0;27721.0;INLAND;155400.0
-118.01;34.07;24.0;3.84;1.0;4.47;6626.0;22559.0;INLAND;166800.0
-118.02;34.07;21.0;3.66;1.08;3.98;3528.0;23236.0;INLAND;156300.0
-118.03;34.06;31.0;4.16;1.07;3.84;1396.0;24706.0;'1H OCEAN';170600.0
-118.03;34.06;24.0;2.84;1.01;4.29;3537.0;21094.0;'1H OCEAN';135200.0
-118.03;34.06;27.0;3.46;1.08;4.79;3481.0;24875.0;'1H OCEAN';157800.0
-118.04;34.06;31.0;3.33;1.03;4.53;1300.0;21383.0;'1H OCEAN';153400.0
-118.04;34.06;30.0;4.17;1.14;5.13;2481.0;31875.0;'1H OCEAN';154200.0
-118.04;34.06;39.0;5.52;1.07;4.33;988.0;32132.0;'1H OCEAN';176100.0
-118.05;34.06;32.0;3.49;1.0;4.57;2991.0;21781.0;'1H OCEAN';174500.0
-118.05;34.06;45.0;3.2;0.99;4.35;722.0;21406.0;'1H OCEAN';162500.0
-118.05;34.06;25.0;3.44;0.98;5.29;1570.0;30230.0;'1H OCEAN';142000.0
-118.06;34.06;28.0;3.43;1.01;5.1;3160.0;25763.0;'1H OCEAN';173900.0
-118.06;34.06;28.0;3.1;1.05;3.8;2184.0;19189.0;'1H OCEAN';165900.0
-118.07;34.07;31.0;4.95;1.03;3.83;1062.0;35156.0;'1H OCEAN';199300.0
-118.08;34.07;32.0;4.28;1.02;3.95;3775.0;32900.0;'1H OCEAN';205500.0
-118.07;34.06;34.0;4.11;1.03;3.95;2758.0;25985.0;'1H OCEAN';168600.0
-118.04;34.05;32.0;4.76;1.04;5.08;1337.0;26579.0;'1H OCEAN';156800.0
-118.05;34.05;36.0;5.45;1.02;4.62;920.0;37279.0;'1H OCEAN';162200.0
-118.06;34.04;28.0;4.41;1.06;2.94;1011.0;26288.0;'1H OCEAN';160300.0
-118.03;34.06;24.0;3.47;1.03;5.36;3818.0;25445.0;'1H OCEAN';151400.0
-118.04;34.05;34.0;4.62;1.0;4.55;1043.0;30536.0;'1H OCEAN';137500.0
-118.04;34.04;35.0;5.04;1.06;4.44;1527.0;30000.0;'1H OCEAN';160600.0
-118.04;34.04;32.0;4.73;0.94;4.36;1492.0;35000.0;'1H OCEAN';165100.0
-118.05;34.04;33.0;5.25;;4.27;1098.0;42917.0;'1H OCEAN';161200.0
-118.06;34.03;36.0;2.33;0.78;2.33;21.0;23750.0;'1H OCEAN';175000.0
-118.02;34.06;26.0;3.59;1.19;4.64;3792.0;22577.0;'1H OCEAN';173800.0
-118.02;34.05;34.0;3.17;1.01;4.04;2050.0;25562.0;'1H OCEAN';156300.0
-118.03;34.05;36.0;3.67;0.86;4.21;1557.0;27955.0;'1H OCEAN';157500.0
-118.03;34.05;36.0;4.35;1.07;4.89;1511.0;35129.0;'1H OCEAN';142300.0
-118.01;34.05;31.0;3.08;0.96;4.67;1717.0;21602.0;'1H OCEAN';161700.0
-118.02;34.05;28.0;3.74;0.96;4.32;1145.0;23611.0;'1H OCEAN';167000.0
-118.02;34.05;33.0;4.34;1.1;5.16;2932.0;30625.0;'1H OCEAN';165800.0
-118.02;34.04;28.0;4.39;1.03;3.58;5041.0;28821.0;'1H OCEAN';158100.0
-118.09;34.18;34.0;7.45;0.98;2.72;1139.0;102289.0;INLAND;500001.0
-118.07;34.17;34.0;7.18;1.05;2.69;1525.0;78588.0;INLAND;454800.0
-118.07;34.17;36.0;5.85;0.95;2.94;1215.0;55418.0;INLAND;326100.0
-118.07;34.17;35.0;5.73;1.0;2.64;986.0;57051.0;INLAND;326000.0
-118.1;34.18;39.0;6.85;0.99;2.6;880.0;77108.0;INLAND;450000.0
-118.11;34.19;50.0;7.11;0.93;3.08;620.0;95320.0;INLAND;483300.0
-118.12;34.19;52.0;7.54;0.94;3.04;970.0;87835.0;INLAND;444100.0
-118.11;34.2;36.0;7.02;1.04;2.71;1897.0;68270.0;INLAND;359400.0
-118.13;34.2;46.0;6.77;1.08;2.59;1022.0;64288.0;INLAND;295500.0
-118.13;34.19;48.0;6.98;1.17;2.55;930.0;47269.0;INLAND;303900.0
