longitude;latitude;housing_median_age;average_rooms;average_bedrooms;average_occupancy;population;median_income;median_house_value
-122.08;37.62;27.0;5.83;0.99;3.25;1016.0;56400.0;206500.0
-122.08;37.61;26.0;5.72;1.12;2.63;1039.0;37931.0;203900.0
-122.02;37.6;36.0;4.83;1.02;4.09;1382.0;36940.0;159600.0
-122.02;37.6;31.0;4.93;1.19;4.25;1858.0;26520.0;159800.0
-122.02;37.6;32.0;4.32;0.93;3.85;1156.0;35000.0;154300.0
-122.02;37.6;32.0;3.95;0.9;3.34;1097.0;32386.0;149600.0
-122.03;37.61;33.0;5.66;1.13;3.1;831.0;50970.0;188600.0
-122.04;37.6;17.0;5.5;1.06;3.11;1873.0;43875.0;238500.0
-122.06;37.6;22.0;5.85;0.97;3.19;1640.0;46250.0;235300.0
-122.08;37.61;6.0;6.02;1.09;3.62;1568.0;50406.0;261400.0
-122.06;37.6;17.0;6.31;1.02;3.88;3174.0;58704.0;234400.0
-122.06;37.6;18.0;5.57;0.89;3.83;1186.0;53226.0;231700.0
-122.08;37.59;16.0;5.12;1.03;3.85;1367.0;42350.0;156300.0
-122.07;37.59;13.0;4.88;1.04;3.18;1680.0;48250.0;222000.0
-122.08;37.58;15.0;6.28;1.02;4.04;1657.0;55218.0;254400.0
-122.07;37.58;16.0;6.16;0.94;3.87;1033.0;65116.0;244300.0
-122.07;37.58;16.0;5.99;0.9;4.17;1117.0;60661.0;247000.0
-122.08;37.58;16.0;6.86;1.11;4.1;2003.0;60074.0;236500.0
-122.07;37.59;15.0;5.32;1.05;3.93;2568.0;46211.0;151400.0
-122.07;37.58;16.0;5.5;0.98;4.25;1461.0;52250.0;213700.0
-122.04;37.59;14.0;6.33;1.11;4.09;1116.0;53428.0;243600.0
-122.05;37.59;15.0;4.9;1.0;2.48;3163.0;37462.0;212500.0
-122.03;37.6;24.0;5.34;0.98;3.83;1488.0;45721.0;214700.0
-122.02;37.59;18.0;3.65;1.04;2.68;855.0;36923.0;213200.0
-122.03;37.59;16.0;5.35;1.09;3.1;2530.0;46786.0;256000.0
-122.01;37.59;2.0;5.62;1.98;1.61;240.0;28750.0;237500.0
-122.02;37.58;15.0;4.19;1.04;2.88;2097.0;33617.0;178100.0
-122.01;37.58;17.0;5.98;0.99;3.65;2629.0;57579.0;231800.0
-122.09;37.6;36.0;4.18;1.02;3.21;295.0;29706.0;147900.0
-122.08;37.6;10.0;4.85;1.08;3.27;2056.0;39022.0;191700.0
-122.01;37.57;14.0;5.69;1.05;2.85;8117.0;58322.0;281800.0
-122.04;37.58;14.0;5.72;1.04;3.07;8012.0;56277.0;269800.0
-122.04;37.57;12.0;5.41;1.01;3.25;3436.0;52879.0;231200.0
-122.07;37.57;8.0;6.27;1.02;3.64;5019.0;65615.0;318300.0
-122.06;37.58;15.0;6.02;1.02;3.39;4576.0;56758.0;253400.0
-122.05;37.57;7.0;5.93;1.01;3.38;6075.0;61047.0;278200.0
-122.07;37.52;3.0;5.09;1.04;2.62;7205.0;60824.0;273500.0
-122.02;37.56;23.0;5.23;1.03;2.97;2461.0;43594.0;223400.0
-122.02;37.56;35.0;5.43;0.99;2.89;914.0;55737.0;214500.0
-122.03;37.56;31.0;5.39;1.04;3.07;2841.0;48962.0;220200.0
-122.03;37.56;24.0;5.66;1.0;2.98;4446.0;46978.0;240300.0
-122.01;37.56;6.0;4.11;1.06;2.08;1531.0;44259.0;158000.0
-122.01;37.55;26.0;4.18;1.07;2.9;1434.0;33008.0;224200.0
-122.02;37.55;33.0;4.96;1.03;3.4;909.0;45687.0;177200.0
-122.01;37.56;24.0;5.12;0.97;2.34;1174.0;38179.0;216100.0
-122.01;37.55;34.0;5.96;1.06;2.73;1276.0;49167.0;256300.0
-122.01;37.54;32.0;6.51;1.03;2.86;1128.0;50000.0;287600.0
-122.01;37.53;27.0;6.02;0.96;2.83;889.0;57057.0;287600.0
-122.03;37.55;22.0;6.53;0.98;3.08;4319.0;69920.0;284800.0
-122.03;37.55;26.0;6.39;1.1;3.31;1597.0;49118.0;217300.0
-122.04;37.55;23.0;6.16;1.03;2.81;1446.0;44357.0;291700.0
-122.04;37.54;26.0;5.69;0.98;3.41;1285.0;49464.0;223800.0
-122.05;37.54;25.0;5.99;1.04;3.65;2568.0;52882.0;223100.0
-122.05;37.55;23.0;5.16;1.01;2.86;2357.0;51321.0;211300.0
-122.04;37.53;25.0;5.01;1.04;3.37;2998.0;39667.0;218500.0
-122.04;37.5;17.0;4.07;0.97;3.07;307.0;31696.0;156300.0
-122.06;37.54;20.0;6.12;1.01;3.33;3526.0;50838.0;248200.0
-122.03;37.54;35.0;5.52;1.01;3.59;1213.0;48214.0;186000.0
-122.03;37.54;6.0;4.57;1.05;2.99;1911.0;41406.0;178200.0
-122.04;37.53;34.0;4.96;1.02;3.26;1524.0;37364.0;190400.0
-122.02;37.54;31.0;5.25;1.12;3.05;719.0;35350.0;210300.0
-122.03;37.54;16.0;5.12;0.98;3.49;3038.0;50739.0;208000.0
-122.03;37.53;18.0;4.32;1.08;3.14;1268.0;32560.0;183300.0
-122.01;37.53;19.0;6.45;1.0;3.31;2346.0;60667.0;245700.0
-122.02;37.53;21.0;6.28;0.99;3.25;2216.0;57072.0;242200.0
-122.02;38.02;44.0;6.18;1.04;3.45;817.0;48693.0;156900.0
-122.14;38.02;44.0;4.22;1.12;2.14;825.0;20523.0;133900.0
-122.14;38.03;42.0;3.93;1.13;1.8;54.0;25795.0;225000.0
-122.13;38.02;52.0;5.27;1.13;2.08;940.0;29583.0;166000.0
-122.13;38.01;48.0;4.48;1.04;1.81;859.0;18523.0;144800.0
-122.14;38.01;50.0;5.57;1.08;2.34;741.0;45000.0;178300.0
-122.13;38.01;51.0;4.23;1.04;2.04;608.0;21974.0;139300.0
-122.13;38.0;33.0;4.41;1.02;1.88;1206.0;25481.0;150800.0
-122.16;38.02;40.0;6.5;1.05;2.75;761.0;51265.0;196100.0
-122.11;38.01;39.0;5.68;1.32;2.49;575.0;31711.0;116100.0
-122.11;38.01;41.0;4.75;0.96;2.54;718.0;33831.0;129400.0
-122.12;38.0;20.0;5.24;1.05;2.41;3221.0;42042.0;166400.0
-122.12;38.01;50.0;5.44;1.1;2.89;691.0;39519.0;126500.0
-122.12;38.01;50.0;4.79;0.98;2.31;837.0;36090.0;135700.0
-122.12;38.01;42.0;5.84;0.96;2.27;864.0;41189.0;172400.0
-122.09;38.02;37.0;5.05;0.98;3.27;1128.0;38824.0;113700.0
-122.1;38.02;28.0;5.55;1.06;2.69;2086.0;36523.0;159700.0
-122.07;38.0;37.0;5.32;1.1;2.51;462.0;36250.0;156300.0
-122.09;38.0;6.0;5.7;1.05;2.45;4377.0;52015.0;204200.0
-122.11;38.0;9.0;6.31;1.07;2.69;1460.0;57600.0;212600.0
-122.08;37.99;19.0;6.36;1.01;2.61;1914.0;50509.0;199900.0
-122.09;37.99;19.0;6.23;1.03;3.6;1773.0;54496.0;205400.0
-122.11;37.99;16.0;5.79;1.05;2.64;1782.0;51297.0;206700.0
-122.11;37.99;10.0;5.65;1.01;2.56;1300.0;43875.0;287700.0
-122.08;37.97;9.0;5.66;0.94;2.37;1105.0;66579.0;245200.0
-122.09;37.97;5.0;7.29;1.07;2.77;2017.0;69961.0;294100.0
-122.11;37.98;11.0;6.62;1.03;2.71;1790.0;61350.0;297300.0
-122.09;37.98;14.0;6.17;1.0;2.63;2296.0;56875.0;211000.0
-122.12;37.99;33.0;6.36;1.06;2.84;741.0;46750.0;225400.0
-122.1;37.97;18.0;6.7;1.01;2.71;1753.0;56931.0;269600.0
-122.1;37.96;20.0;6.21;1.06;2.75;1679.0;43571.0;228200.0
-122.1;37.96;25.0;5.85;0.88;2.42;569.0;63699.0;235500.0
-122.07;37.99;28.0;5.54;0.96;3.03;1811.0;45401.0;166900.0
-122.07;37.98;12.0;4.71;1.12;2.0;2940.0;40154.0;186100.0
-122.07;37.97;20.0;5.0;1.04;2.51;856.0;37262.0;211800.0
-122.07;37.96;34.0;5.85;1.0;2.89;836.0;50172.0;197100.0
-122.06;37.96;37.0;5.87;1.03;2.59;788.0;42917.0;189600.0
-122.08;37.96;21.0;6.08;1.02;2.5;3748.0;60859.0;266000.0
-122.06;37.95;36.0;5.98;1.04;2.57;950.0;47386.0;186400.0
-122.07;37.95;39.0;5.71;1.01;2.66;1025.0;45893.0;190000.0
-122.08;37.95;24.0;5.92;1.02;2.52;1351.0;50672.0;243000.0
-122.08;37.95;33.0;7.05;1.06;2.87;425.0;48702.0;235600.0
-122.07;37.96;37.0;6.27;1.03;2.85;552.0;50445.0;196200.0
-122.06;37.96;10.0;4.74;1.12;1.96;2959.0;39816.0;182000.0
-122.05;37.95;34.0;5.23;1.03;2.74;738.0;41750.0;169400.0
-122.05;37.94;22.0;3.51;1.01;1.52;1804.0;25459.0;179300.0
-122.06;37.94;19.0;4.48;1.09;2.12;1896.0;25268.0;235700.0
-122.07;37.94;36.0;5.54;1.03;2.33;1111.0;35057.0;205100.0
-122.07;37.94;30.0;5.7;1.25;3.2;707.0;28920.0;220800.0
-122.08;37.93;35.0;6.11;1.04;2.77;1832.0;50761.0;233200.0
-122.08;37.94;44.0;5.97;0.98;2.58;943.0;47250.0;232100.0
-122.07;37.94;43.0;5.64;0.91;2.65;683.0;44750.0;265700.0
-122.09;37.95;32.0;6.41;1.0;2.88;601.0;60265.0;247900.0
-122.09;37.94;29.0;6.75;1.0;2.58;2634.0;61922.0;273200.0
-122.04;38.0;16.0;4.34;1.03;2.04;1447.0;32484.0;91100.0
-122.04;37.99;32.0;5.63;1.04;2.81;749.0;32000.0;134500.0
-122.04;37.99;36.0;6.27;1.12;3.35;1478.0;41250.0;136200.0
-122.05;37.97;16.0;3.16;0.53;3.42;65.0;61359.0;250000.0
-122.06;37.99;16.0;5.16;0.99;1.52;721.0;28043.0;87500.0
-122.06;37.99;17.0;4.9;1.17;1.43;384.0;18229.0;137500.0
-122.05;38.0;36.0;6.3;1.2;3.09;1213.0;37333.0;136400.0
-122.05;38.0;16.0;4.68;0.94;1.53;356.0;23462.0;75000.0
-122.03;37.98;16.0;2.51;0.99;1.3;627.0;13894.0;156300.0
-122.04;37.97;10.0;3.41;1.1;2.21;631.0;23152.0;140600.0
-122.03;38.0;25.0;6.03;0.98;2.96;1753.0;57295.0;178300.0
-122.03;38.01;27.0;5.49;0.96;2.83;1666.0;45707.0;175900.0
-122.04;37.99;38.0;5.57;1.13;2.87;1378.0;38897.0;139900.0
-122.03;37.98;45.0;5.31;1.06;2.36;1261.0;36042.0;138200.0
-122.02;38.0;28.0;6.28;1.13;3.37;1591.0;46375.0;178200.0
-122.03;37.99;35.0;5.48;0.95;2.85;1614.0;49022.0;169300.0
-122.02;37.99;37.0;5.66;1.05;3.12;1237.0;44500.0;161900.0
-122.03;37.99;37.0;5.01;0.93;2.52;882.0;45900.0;166600.0
-122.03;37.98;44.0;5.78;1.16;2.29;498.0;34531.0;148900.0
-122.01;37.98;25.0;4.97;1.13;2.62;777.0;35179.0;165500.0
-122.01;37.98;29.0;5.41;1.01;2.58;956.0;43170.0;194000.0
-122.01;37.97;32.0;5.88;1.03;2.52;1288.0;36449.0;211500.0
-122.02;37.98;40.0;4.87;1.09;2.05;756.0;28456.0;165500.0
-122.02;37.98;37.0;4.45;1.04;2.36;782.0;34187.0;161700.0
-122.01;37.98;34.0;4.98;1.06;2.53;638.0;40507.0;161000.0
-122.01;37.99;28.0;5.41;1.14;2.62;918.0;37841.0;144900.0
-122.01;37.97;34.0;6.82;1.04;2.62;1250.0;53794.0;206200.0
-122.02;37.97;36.0;5.63;1.05;2.86;1191.0;40000.0;171000.0
-122.03;37.97;45.0;4.8;1.01;2.57;865.0;32500.0;151100.0
-122.04;37.97;26.0;4.31;1.09;2.05;1174.0;29861.0;160900.0
-122.03;37.97;20.0;4.39;1.03;2.91;2629.0;29915.0;166700.0
-122.04;37.96;16.0;4.2;1.04;2.46;1705.0;29097.0;106300.0
-122.04;37.97;21.0;3.71;1.06;2.09;3621.0;25841.0;112500.0
-122.04;37.97;39.0;5.07;0.94;2.7;705.0;31968.0;151000.0
-122.04;37.96;20.0;3.84;1.16;1.94;578.0;22411.0;151800.0
-122.05;37.96;35.0;5.46;0.96;2.88;1154.0;38456.0;159800.0
-122.04;37.96;28.0;4.79;1.0;2.87;724.0;36964.0;165700.0
-122.04;37.96;27.0;4.15;1.17;2.41;1500.0;18370.0;175000.0
-122.05;37.95;27.0;5.06;1.14;2.7;1875.0;31838.0;182000.0
-122.05;37.95;20.0;4.58;0.87;2.0;246.0;54482.0;190800.0
-122.01;37.95;8.0;7.54;1.05;3.03;1555.0;60901.0;298200.0
-122.02;37.96;25.0;7.14;1.01;2.55;935.0;66727.0;305100.0
-122.03;37.96;20.0;4.2;1.1;1.82;1142.0;21083.0;162500.0
-122.03;37.95;14.0;4.59;1.11;2.24;1601.0;31719.0;220500.0
-122.02;37.95;25.0;4.43;0.96;2.24;608.0;24519.0;208300.0
-122.03;37.95;32.0;6.17;0.99;2.54;804.0;49485.0;202300.0
-122.02;37.95;22.0;6.94;1.0;3.27;1660.0;56642.0;237000.0
-122.02;37.94;23.0;5.64;1.06;2.35;1465.0;42569.0;213100.0
-122.02;37.94;19.0;5.37;1.03;2.22;1317.0;41250.0;267100.0
-122.01;37.94;26.0;7.36;1.02;3.21;706.0;60704.0;268000.0
-122.01;37.94;18.0;7.11;1.02;3.21;937.0;63809.0;273600.0
-122.01;37.93;25.0;7.94;1.0;3.18;1062.0;75898.0;330200.0
-122.04;37.95;33.0;5.04;1.02;2.48;814.0;31406.0;163100.0
-122.04;37.94;24.0;6.45;0.98;2.75;2444.0;56292.0;231400.0
-122.05;37.94;22.0;5.77;0.97;2.72;993.0;46602.0;227800.0
-122.04;37.95;29.0;6.51;1.04;2.56;341.0;47188.0;197100.0
-122.05;37.95;22.0;4.74;1.11;2.57;2804.0;28500.0;144600.0
-122.03;37.94;21.0;7.52;1.05;3.0;2214.0;55777.0;279300.0
-122.03;37.93;21.0;7.66;1.01;2.88;1773.0;60918.0;344800.0
-122.05;37.93;5.0;4.85;1.31;1.71;1503.0;40473.0;266500.0
-122.05;37.93;15.0;5.05;1.04;1.91;2957.0;44500.0;184900.0
-122.05;37.92;14.0;5.27;1.06;1.97;4741.0;47094.0;234700.0
-122.02;37.92;26.0;7.98;1.01;2.94;1872.0;74713.0;351200.0
-122.03;37.92;23.0;8.44;1.04;2.86;1124.0;65847.0;358800.0
-122.01;37.91;21.0;8.28;1.04;2.99;3645.0;76877.0;367700.0
-122.03;37.91;29.0;6.11;0.98;2.6;2310.0;50362.0;275300.0
-122.06;37.91;15.0;4.19;1.1;1.66;2133.0;41612.0;232800.0
-122.06;37.9;25.0;3.78;1.08;1.72;2669.0;26998.0;216100.0
-122.06;37.89;21.0;3.42;1.09;1.77;2575.0;31002.0;114300.0
-122.07;37.93;45.0;6.49;1.03;2.58;614.0;50255.0;226000.0
-122.07;37.93;25.0;5.03;1.06;2.28;3264.0;37433.0;252100.0
-122.07;37.92;26.0;5.66;1.08;2.38;1629.0;44312.0;225000.0
-122.08;37.92;28.0;5.46;1.08;2.46;1068.0;44561.0;250000.0
-122.08;37.92;26.0;6.32;0.97;2.91;796.0;61950.0;264900.0
-122.07;37.91;28.0;5.87;1.0;2.75;810.0;50391.0;259800.0
-122.07;37.91;33.0;6.1;1.09;2.51;638.0;36833.0;292500.0
-122.08;37.9;32.0;6.21;0.98;2.81;486.0;50499.0;306800.0
-122.09;37.91;18.0;6.94;1.05;2.53;3486.0;70895.0;306900.0
-122.07;37.89;28.0;5.09;1.11;2.13;1428.0;43864.0;266800.0
-122.08;37.89;39.0;6.17;1.02;2.5;1223.0;62924.0;283900.0
-122.08;37.9;29.0;5.56;1.03;2.27;1691.0;51097.0;288000.0
-122.07;37.89;38.0;6.29;1.01;2.38;809.0;55636.0;268800.0
-122.07;37.89;38.0;6.15;1.01;2.59;319.0;56558.0;263300.0
-122.06;37.88;34.0;6.7;0.98;2.63;1879.0;65378.0;340900.0
-122.05;37.87;30.0;7.13;1.02;2.63;847.0;67192.0;397500.0
-122.05;37.9;24.0;4.73;1.17;1.95;1699.0;29526.0;271000.0
-122.05;37.9;32.0;5.66;1.02;2.08;986.0;46528.0;335700.0
-122.05;37.89;37.0;5.93;0.95;2.43;689.0;42625.0;310600.0
-122.04;37.89;33.0;7.0;0.93;2.88;998.0;75349.0;349100.0
-122.05;37.9;32.0;5.29;1.01;2.14;1818.0;48088.0;321200.0
-122.04;37.9;20.0;5.68;1.08;2.4;2310.0;56986.0;275800.0
-122.02;37.89;29.0;8.16;1.1;3.15;2450.0;75000.0;356200.0
-122.04;37.88;32.0;5.83;0.99;2.21;1230.0;46424.0;312700.0
-122.03;37.86;29.0;6.69;1.06;2.29;1035.0;61120.0;390600.0
-122.04;37.85;27.0;7.94;1.02;2.87;2181.0;95862.0;469400.0
-122.02;37.84;34.0;7.14;1.01;2.77;729.0;77072.0;443800.0
-122.01;37.83;30.0;7.2;1.01;2.44;1330.0;65617.0;386600.0
-122.03;37.83;24.0;8.38;1.04;2.81;1997.0;98708.0;500001.0
-122.02;37.8;11.0;6.92;1.01;2.55;2286.0;76518.0;359300.0
-122.03;37.87;21.0;7.54;0.96;2.99;1396.0;82673.0;358700.0
-122.02;37.88;16.0;7.2;1.04;2.58;1087.0;73732.0;287300.0
-122.02;37.87;14.0;8.11;0.98;3.21;1209.0;84352.0;441400.0
-122.03;37.86;25.0;7.99;1.05;3.05;1145.0;72655.0;494000.0
-122.1;37.93;20.0;7.43;1.04;2.97;4083.0;80390.0;382200.0
-122.12;37.94;22.0;8.39;1.06;3.14;1850.0;104549.0;500001.0
-122.1;37.9;38.0;6.08;1.06;2.71;368.0;65095.0;294400.0
-122.14;37.9;32.0;7.84;1.02;2.87;2099.0;103224.0;500001.0
-122.12;37.91;34.0;7.86;1.04;2.71;1962.0;83678.0;455300.0
-122.09;37.89;35.0;6.67;1.05;2.67;352.0;68686.0;406500.0
-122.1;37.89;21.0;5.46;1.09;2.33;1398.0;52079.0;310300.0
-122.11;37.89;32.0;4.82;1.05;2.17;1067.0;43235.0;279500.0
-122.11;37.88;37.0;6.61;1.01;2.64;1602.0;64666.0;348200.0
-122.12;37.88;35.0;7.67;1.0;2.76;1001.0;80448.0;433300.0
-122.12;37.89;30.0;4.72;1.07;1.84;1260.0;41250.0;257100.0
-122.13;37.89;27.0;4.4;1.27;1.75;295.0;27411.0;350000.0
-122.13;37.87;18.0;7.95;0.96;3.18;728.0;103713.0;426100.0
-122.14;37.88;34.0;6.22;0.98;2.55;2865.0;62275.0;394400.0
-122.07;37.88;11.0;4.08;1.2;2.23;590.0;35536.0;387200.0
-122.08;37.88;24.0;7.0;1.57;1.39;410.0;23971.0;99400.0
-122.08;37.87;24.0;4.77;1.06;1.36;1750.0;29167.0;102700.0
-122.06;37.85;17.0;5.16;1.07;1.44;2092.0;36437.0;186500.0
-122.07;37.86;23.0;5.37;1.07;1.38;263.0;31200.0;155000.0
-122.06;37.86;16.0;5.26;1.03;1.53;1512.0;44551.0;252400.0
-122.07;37.86;17.0;5.3;1.08;1.52;317.0;35893.0;206300.0
-122.08;37.87;26.0;4.53;1.06;1.28;680.0;24896.0;73400.0
-122.1;37.88;35.0;7.16;1.02;2.92;1511.0;72315.0;367100.0
-122.09;37.86;27.0;7.12;0.99;2.87;2212.0;76202.0;402600.0
-122.11;37.87;33.0;7.44;1.09;2.96;1351.0;65814.0;314200.0
-122.12;37.85;18.0;7.99;1.04;2.85;1870.0;80074.0;454100.0
-122.08;37.84;17.0;9.36;1.13;12.21;1722.0;117064.0;500001.0
-122.12;37.81;26.0;8.13;1.03;2.98;1486.0;76717.0;416500.0
-122.12;37.82;26.0;7.25;1.01;2.93;918.0;66657.0;364500.0
-122.11;37.83;19.0;7.21;1.04;2.65;1887.0;72030.0;369900.0
-122.08;37.82;4.0;8.12;0.94;3.29;830.0;113421.0;500001.0
-122.14;37.86;20.0;5.43;1.04;2.12;2415.0;45744.0;314000.0
-122.14;37.85;27.0;7.21;1.01;2.66;3371.0;73267.0;389900.0
-122.14;37.84;24.0;5.71;0.92;2.34;874.0;56349.0;355600.0
-122.16;37.83;16.0;7.07;1.08;2.28;1480.0;75200.0;370200.0
-122.16;37.86;36.0;6.95;1.02;2.69;1298.0;81586.0;404300.0
-122.18;37.88;36.0;4.48;0.98;1.91;231.0;49000.0;354200.0
-122.18;37.86;33.0;7.21;1.03;2.73;1684.0;89571.0;399700.0
-122.16;37.89;32.0;6.9;0.93;2.79;721.0;87589.0;434500.0
-122.17;37.88;32.0;7.18;1.0;2.75;1393.0;76917.0;401800.0
-122.17;37.88;33.0;7.55;1.05;2.81;1348.0;76107.0;423200.0
-122.17;37.87;38.0;6.89;0.97;2.58;472.0;69170.0;438000.0
-122.22;37.88;20.0;6.33;0.87;2.07;31.0;24444.0;475000.0
-122.2;37.89;37.0;7.51;1.08;2.54;1315.0;73195.0;367500.0
-122.2;37.88;36.0;6.87;1.03;2.57;398.0;77736.0;378100.0
-122.18;37.91;31.0;8.54;1.04;2.88;2428.0;109405.0;500001.0
-122.2;37.9;36.0;7.52;1.02;2.64;740.0;103416.0;500001.0
-122.18;37.9;36.0;8.32;1.07;2.64;1511.0;90064.0;500001.0
-122.18;37.89;18.0;6.6;1.0;2.23;1634.0;81489.0;499000.0
-122.01;37.92;18.0;8.33;1.0;3.08;1038.0;83956.0;353600.0
-122.01;37.92;16.0;7.9;1.03;3.16;1055.0;81163.0;365800.0
-122.25;38.02;16.0;6.78;1.0;3.56;946.0;57001.0;205100.0
-122.25;38.03;15.0;6.42;1.02;3.53;1834.0;56293.0;197600.0
-122.21;38.02;15.0;6.64;1.01;3.38;1094.0;60224.0;198500.0
-122.2;37.96;9.0;6.92;1.06;2.83;2581.0;67741.0;310700.0
-122.23;38.06;52.0;5.25;1.04;1.91;490.0;31250.0;171100.0
-122.23;38.05;52.0;5.85;1.21;2.15;638.0;25517.0;147100.0
-122.21;38.06;52.0;5.62;1.15;2.21;1076.0;36154.0;155700.0
-122.2;38.04;31.0;6.22;1.03;2.54;1236.0;56022.0;197000.0
-122.26;38.03;25.0;6.34;1.02;2.63;928.0;44474.0;203700.0
-122.27;38.04;47.0;4.53;1.09;2.24;835.0;23103.0;134500.0
-122.26;38.03;41.0;5.66;0.98;2.61;752.0;39345.0;150200.0
-122.26;38.04;41.0;5.23;1.12;2.46;1179.0;26940.0;123000.0
-122.25;38.05;30.0;4.09;0.97;2.54;779.0;16767.0;147700.0
-122.32;38.06;4.0;5.73;1.15;2.58;3596.0;50969.0;174200.0
-122.28;38.0;26.0;5.6;0.99;2.35;980.0;34471.0;178900.0
-122.29;38.0;16.0;4.91;1.06;2.76;2805.0;40250.0;173200.0
-122.36;38.03;32.0;5.85;1.07;2.66;981.0;43173.0;175400.0
-122.3;38.0;34.0;5.02;0.93;2.8;956.0;44394.0;162000.0
-122.31;38.0;26.0;5.9;1.01;2.7;1708.0;46210.0;191100.0
-122.31;38.01;18.0;5.34;1.13;2.45;1895.0;32759.0;195000.0
-122.28;37.99;28.0;6.66;1.09;2.9;1654.0;43750.0;193300.0
-122.26;37.98;28.0;5.84;0.94;2.71;947.0;51178.0;198000.0
-122.27;37.99;16.0;6.79;1.02;3.19;2312.0;58899.0;243200.0
-122.27;37.98;23.0;7.29;1.01;2.9;1375.0;60289.0;218600.0
-122.26;38.02;5.0;5.37;1.1;2.87;2053.0;50473.0;184800.0
-122.24;38.01;11.0;6.76;1.02;3.51;1949.0;57862.0;269400.0
-122.24;38.01;16.0;6.79;1.03;3.76;1154.0;60102.0;235600.0
-122.25;38.0;16.0;7.44;1.03;3.83;1531.0;65006.0;237700.0
-122.26;38.0;14.0;5.87;0.98;2.52;1003.0;42269.0;170500.0
-122.26;38.0;6.0;7.45;1.14;3.49;318.0;52375.0;246400.0
-122.27;38.0;15.0;6.83;0.93;3.21;572.0;58418.0;240300.0
-122.27;38.0;12.0;6.83;1.04;4.16;969.0;61576.0;248700.0
-122.26;38.0;5.0;7.18;1.04;3.81;3326.0;62073.0;272900.0
-122.29;37.98;27.0;6.09;0.99;2.43;850.0;51046.0;209800.0
-122.28;37.96;35.0;5.98;0.92;2.78;734.0;55000.0;201000.0
-122.27;37.97;10.0;6.53;0.97;3.11;7266.0;60666.0;272400.0
-122.3;37.97;30.0;5.61;1.08;2.47;1777.0;36393.0;184000.0
-122.3;37.97;34.0;6.31;1.17;2.68;1211.0;35353.0;164700.0
-122.29;37.97;20.0;5.91;1.09;2.61;1512.0;44911.0;227400.0
-122.3;37.97;35.0;5.33;1.11;2.68;911.0;33750.0;149700.0
-122.29;37.94;20.0;5.56;1.05;2.67;3637.0;44387.0;190000.0
-122.32;37.95;37.0;5.26;0.98;2.49;895.0;44500.0;196600.0
-122.31;37.94;38.0;5.36;1.04;2.42;810.0;38343.0;191400.0
-122.31;37.94;38.0;5.66;1.05;2.46;945.0;43958.0;194200.0
-122.32;37.95;36.0;5.96;1.03;2.4;573.0;43500.0;185000.0
-122.31;37.99;25.0;6.02;1.05;3.01;3259.0;42348.0;157800.0
-122.3;37.98;25.0;4.81;1.02;2.3;1821.0;36518.0;164300.0
-122.32;37.97;29.0;4.79;0.95;2.32;1135.0;39722.0;161000.0
-122.32;38.01;26.0;6.16;0.99;3.01;1495.0;46944.0;171100.0
-122.33;38.0;35.0;5.57;1.05;3.67;2493.0;29781.0;109000.0
-122.31;38.0;29.0;6.02;1.03;3.27;1687.0;43333.0;170800.0
-122.32;37.99;24.0;5.45;1.08;2.59;2315.0;42852.0;173500.0
-122.32;38.0;32.0;5.44;0.95;2.95;1233.0;40437.0;162800.0
-122.34;37.99;42.0;4.06;0.86;3.37;1271.0;26167.0;85100.0
-122.33;37.98;3.0;5.53;1.06;1.99;1024.0;60115.0;175000.0
-122.33;37.99;4.0;4.51;1.22;1.79;1591.0;39110.0;112500.0
-122.39;38.0;33.0;4.0;0.55;2.09;23.0;41250.0;212500.0
-122.36;37.96;39.0;4.73;1.1;6.08;316.0;7160.0;104200.0
-122.36;37.96;31.0;4.99;1.19;4.12;956.0;15347.0;80400.0
-122.36;37.95;40.0;5.04;1.26;3.73;302.0;18333.0;69800.0
-122.37;37.95;35.0;6.32;1.32;2.94;100.0;16023.0;81300.0
-122.37;37.95;32.0;4.84;1.35;2.67;716.0;9797.0;76400.0
-122.37;37.96;37.0;4.49;1.15;2.99;1046.0;7403.0;68600.0
-122.41;37.98;36.0;2.4;0.6;1.68;42.0;14583.0;67500.0
-122.34;37.98;33.0;4.72;0.96;3.17;1354.0;39773.0;131300.0
-122.35;37.98;34.0;5.48;1.06;3.26;2237.0;37562.0;132900.0
-122.34;37.97;19.0;4.84;1.35;3.54;287.0;60426.0;110000.0
-122.35;37.96;32.0;4.71;1.19;2.69;1139.0;20353.0;113600.0
-122.35;37.97;43.0;4.62;1.02;3.28;1545.0;25863.0;112200.0
-122.35;37.97;31.0;4.51;1.07;3.28;2104.0;32188.0;113800.0
-122.32;37.97;33.0;5.32;0.97;3.3;991.0;46937.0;134100.0
-122.32;37.97;33.0;5.53;0.91;3.08;643.0;45000.0;156600.0
-122.33;37.97;19.0;4.42;1.15;2.19;2548.0;33125.0;158800.0
-122.33;37.98;32.0;5.4;0.96;3.14;1144.0;44135.0;150100.0
-122.33;37.97;45.0;4.98;0.94;2.96;1179.0;35463.0;130800.0
-122.34;37.97;19.0;4.06;1.05;2.61;1438.0;23382.0;120700.0
-122.33;37.96;46.0;4.87;0.94;3.26;819.0;39118.0;129400.0
-122.35;37.96;36.0;4.18;1.01;2.98;1563.0;25164.0;114200.0
